100.000000,100.000000,2.447934,242.000000
100.000000,100.000000,2.447934,242.000000
100.000000,100.000000,2.338933,253.000000
100.000000,100.000000,2.398707,232.000000
100.000000,100.000000,2.379878,246.000000
100.000000,100.000000,2.308565,216.000000
100.000000,100.000000,2.326877,253.000000
100.000000,100.000000,2.309259,243.000000
100.000000,100.000000,2.247471,257.000000
100.000000,100.000000,2.334071,226.000000
100.000000,100.000000,2.363158,266.000000
100.000000,100.000000,2.284764,233.000000
100.000000,100.000000,2.366148,257.000000
100.000000,100.000000,2.236715,207.000000
100.000000,100.000000,2.361624,271.000000
100.000000,100.000000,2.332265,234.000000
100.000000,100.000000,2.307197,264.000000
100.000000,100.000000,2.341087,230.000000
100.000000,100.000000,2.385774,239.000000
100.000000,100.000000,2.313617,235.000000
100.000000,100.000000,2.367292,240.000000
100.000000,100.000000,2.230579,242.000000
100.000000,100.000000,2.395435,230.000000
100.000000,100.000000,2.278427,248.000000
100.000000,100.000000,2.297357,227.000000
100.000000,100.000000,2.422292,240.000000
100.000000,100.000000,2.339787,235.000000
100.000000,100.000000,2.295436,241.000000
100.000000,100.000000,2.344298,228.000000
100.000000,100.000000,2.276050,238.000000
100.000000,100.000000,2.317857,238.000000
100.000000,100.000000,2.402754,236.000000
100.000000,100.000000,2.292975,242.000000
100.000000,100.000000,2.414744,234.000000
100.000000,100.000000,2.328367,245.000000
100.000000,100.000000,2.348739,238.000000
100.000000,100.000000,2.302790,233.000000
100.000000,100.000000,2.265801,231.000000
100.000000,100.000000,2.392857,252.000000
100.000000,100.000000,2.213913,230.000000
100.000000,100.000000,2.362607,234.000000
100.000000,100.000000,2.275108,231.000000
100.000000,100.000000,2.296637,223.000000
100.000000,100.000000,2.289669,242.000000
100.000000,100.000000,2.270000,245.000000
100.000000,100.000000,2.322385,239.000000
100.000000,100.000000,2.414609,243.000000
100.000000,100.000000,2.313168,262.000000
100.000000,100.000000,2.290570,228.000000
100.000000,100.000000,2.325304,247.000000
100.000000,100.000000,2.550246,203.000000
100.000000,100.000000,2.313197,269.000000
100.000000,100.000000,2.340553,217.000000
100.000000,100.000000,2.306496,254.000000
100.000000,100.000000,2.330476,210.000000
100.000000,100.000000,2.361089,248.000000
100.000000,100.000000,2.391928,223.000000
100.000000,100.000000,2.494835,242.000000
100.000000,100.000000,2.359211,228.000000
100.000000,100.000000,2.268143,237.000000
100.000000,100.000000,1.054084,404.000000
100.000000,100.000000,1.054084,404.000000
100.000000,100.000000,1.041645,389.000000
100.000000,100.000000,1.071240,379.000000
100.000000,100.000000,1.048950,381.000000
100.000000,100.000000,1.041293,379.000000
100.000000,100.000000,1.061111,369.000000
100.000000,100.000000,1.052136,398.000000
100.000000,100.000000,1.046758,401.000000
100.000000,100.000000,1.297416,387.000000
100.000000,100.000000,1.031013,395.000000
100.000000,100.000000,1.052114,402.000000
100.000000,100.000000,1.085695,367.000000
100.000000,100.000000,1.052067,387.000000
100.000000,100.000000,1.038684,380.000000
100.000000,100.000000,1.059634,410.000000
100.000000,100.000000,1.070155,387.000000
100.000000,100.000000,1.056784,398.000000
100.000000,100.000000,1.078871,381.000000
100.000000,100.000000,1.062598,381.000000
100.000000,100.000000,1.076302,384.000000
100.000000,100.000000,1.087701,374.000000
100.000000,100.000000,1.032808,381.000000
100.000000,100.000000,1.051781,393.000000
100.000000,100.000000,1.063279,369.000000
100.000000,100.000000,1.066354,373.000000
100.000000,100.000000,1.048846,390.000000
100.000000,100.000000,1.052474,384.000000
100.000000,100.000000,1.071486,370.000000
100.000000,100.000000,370.836351,370.000000
100.000000,100.000000,1.068194,382.000000
100.000000,100.000000,1.056527,383.000000
100.000000,100.000000,1.052225,382.000000
100.000000,100.000000,1.100407,369.000000
100.000000,100.000000,1.060154,389.000000
100.000000,100.000000,1.070180,389.000000
99.200000,99.200000,1.336933,375.000000
100.000000,100.000000,153.030902,377.000000
100.000000,100.000000,1.052455,387.000000
100.000000,100.000000,1.067318,384.000000
100.000000,100.000000,1.060773,362.000000
100.000000,100.000000,1.041467,375.000000
100.000000,100.000000,1.055220,364.000000
100.000000,100.000000,1.046736,383.000000
100.000000,100.000000,1.041688,391.000000
100.000000,100.000000,1.049471,378.000000
100.000000,100.000000,1.075827,393.000000
100.000000,100.000000,1.039196,398.000000
100.000000,100.000000,1.059124,411.000000
100.000000,100.000000,1.037926,352.000000
100.000000,100.000000,1.190599,367.000000
100.000000,100.000000,1.065684,373.000000
100.000000,100.000000,1.059214,407.000000
100.000000,100.000000,1.034551,356.000000
100.000000,100.000000,1.070888,383.000000
100.000000,100.000000,1.040995,372.000000
100.000000,100.000000,1.072207,367.000000
100.000000,100.000000,1.051847,379.000000
100.000000,100.000000,1.080165,363.000000
100.000000,100.000000,1.073930,374.000000
100.000000,100.000000,40.972222,18.000000
100.000000,100.000000,40.972222,18.000000
100.000000,100.000000,47.333333,15.000000
100.000000,100.000000,50.388889,18.000000
100.000000,100.000000,63.363636,11.000000
100.000000,100.000000,41.928571,21.000000
100.000000,100.000000,59.045455,11.000000
100.000000,100.000000,44.500000,20.000000
100.000000,100.000000,51.035714,14.000000
100.000000,100.000000,43.666667,18.000000
100.000000,100.000000,70.500000,13.000000
100.000000,100.000000,47.809524,21.000000
100.000000,100.000000,53.454545,11.000000
100.000000,100.000000,42.761905,21.000000
100.000000,100.000000,43.192308,13.000000
100.000000,100.000000,55.361111,18.000000
100.000000,100.000000,43.000000,15.000000
100.000000,100.000000,41.300000,20.000000
100.000000,100.000000,47.642857,14.000000
100.000000,100.000000,68.812500,16.000000
100.000000,100.000000,50.136364,11.000000
100.000000,100.000000,41.152174,23.000000
100.000000,100.000000,55.708333,12.000000
100.000000,100.000000,53.394737,19.000000
100.000000,100.000000,38.000000,13.000000
100.000000,100.000000,51.558824,17.000000
100.000000,100.000000,52.700000,15.000000
100.000000,100.000000,44.687500,16.000000
100.000000,100.000000,795.194444,18.000000
100.000000,100.000000,824.333333,12.000000
100.000000,100.000000,45.973684,19.000000
100.000000,100.000000,47.916667,12.000000
100.000000,100.000000,42.476190,21.000000
100.000000,100.000000,56.900000,10.000000
100.000000,100.000000,44.375000,20.000000
100.000000,100.000000,53.571429,14.000000
100.000000,100.000000,40.055556,18.000000
100.000000,100.000000,58.692308,13.000000
100.000000,100.000000,50.138889,18.000000
100.000000,100.000000,56.576923,13.000000
100.000000,100.000000,47.875000,20.000000
100.000000,100.000000,35.666667,12.000000
100.000000,100.000000,55.062500,16.000000
100.000000,100.000000,54.642857,14.000000
100.000000,100.000000,46.166667,18.000000
100.000000,100.000000,46.928571,14.000000
100.000000,100.000000,51.868421,19.000000
100.000000,100.000000,53.600000,15.000000
100.000000,100.000000,48.944444,18.000000
100.000000,100.000000,47.875000,12.000000
100.000000,100.000000,41.595238,21.000000
100.000000,100.000000,54.136364,11.000000
100.000000,100.000000,40.150000,20.000000
100.000000,100.000000,42.115385,13.000000
